name_a,name_b,score,ortho_sim,phon_sim,manual_review_ok
Ketotab,Renova,0.2143,0.4286,0.0000,
Flexilax,Nidazyl,0.2143,0.0000,0.4286,
Baclofen,Flexibac,0.2056,0.0000,0.4111,
Ace,Tamen,0.2000,0.4000,0.0000,
Beklo,Metro,0.2000,0.4000,0.0000,
Fexo,Metro,0.2000,0.4000,0.0000,
Baclofen,Flexilax,0.1976,0.0000,0.3952,
Ace,Backtone,0.1875,0.3750,0.0000,
Ace,Baclofen,0.1875,0.3750,0.0000,
Baclofen,Tamen,0.1875,0.3750,0.0000,
Bicozin,Rivotril,0.1875,0.3750,0.0000,
Ace,Bacaid,0.1667,0.3333,0.0000,
Ace,Baclon,0.1667,0.3333,0.0000,
Ace,Bacmax,0.1667,0.3333,0.0000,
Aceta,Baclon,0.1667,0.3333,0.0000,
Aceta,Bacmax,0.1667,0.3333,0.0000,
Bacaid,Napa,0.1667,0.3333,0.0000,
Bacmax,Napa,0.1667,0.3333,0.0000,
Conaz,Lumona,0.1667,0.3333,0.0000,
Esoral,Renova,0.1667,0.3333,0.0000,
Fexo,Renova,0.1667,0.3333,0.0000,
Lumona,Renova,0.1667,0.3333,0.0000,
Maxima,Napa,0.1667,0.3333,0.0000,
Maxpro,Napa,0.1667,0.3333,0.0000,
Napa,Renova,0.1667,0.3333,0.0000,
Azithrocin,Ritch,0.1500,0.3000,0.0000,
Ace,Dinafex,0.1429,0.2857,0.0000,
Amodis,Provair,0.1429,0.2857,0.0000,
Atrizin,Rhinil,0.1429,0.2857,0.0000,
Atrizin,Ritch,0.1429,0.2857,0.0000,
Atrizin,Rozith,0.1429,0.2857,0.0000,
Axodin,Provair,0.1429,0.2857,0.0000,
Bacaid,Provair,0.1429,0.2857,0.0000,
Conaz,Provair,0.1429,0.2857,0.0000,
Dinafex,Fexo,0.1429,0.2857,0.0000,
Dinafex,Filmet,0.1429,0.2857,0.0000,
Dinafex,Fixal,0.1429,0.2857,0.0000,
Disopan,Renova,0.1429,0.2857,0.0000,
Esonix,Ketoral,0.1429,0.2857,0.0000,
Esonix,Ketotab,0.1429,0.2857,0.0000,
Esonix,Provair,0.1429,0.2857,0.0000,
Esoral,Ketocon,0.1429,0.2857,0.0000,
Flamyd,Nidazyl,0.1429,0.2857,0.0000,
Ketocon,Renova,0.1429,0.2857,0.0000,
Ketocon,Ritch,0.1429,0.2857,0.0000,
Ketoral,Lumona,0.1429,0.2857,0.0000,
Ketoral,Monas,0.1429,0.2857,0.0000,
Ketotab,Lumona,0.1429,0.2857,0.0000,
Ketotab,Monas,0.1429,0.2857,0.0000,
Ketozol,Renova,0.1429,0.2857,0.0000,
Metsina,Renova,0.1429,0.2857,0.0000,
Monas,Provair,0.1429,0.2857,0.0000,
Ritch,Zithrin,0.1429,0.2857,0.0000,
Aceta,Napa Extend,0.1364,0.2727,0.0000,
Alatrol,Napa Extend,0.1364,0.2727,0.0000,
Ace,Napa,0.1250,0.2500,0.0000,
Aceta,Baclofen,0.1250,0.2500,0.0000,
Amodis,Baclofen,0.1250,0.2500,0.0000,
Azyth,Backtone,0.1250,0.2500,0.0000,
Baclofen,Nizoder,0.1250,0.2500,0.0000,
Beklo,Cetisoft,0.1250,0.2500,0.0000,
Candinil,Diflu,0.1250,0.2500,0.0000,
Disopan,Rivotril,0.1250,0.2500,0.0000,
Esonix,Rivotril,0.1250,0.2500,0.0000,
Fexofast,Lumona,0.1250,0.2500,0.0000,
Ace,Ritch,0.1000,0.2000,0.0000,
Aceta,Conaz,0.1000,0.2000,0.0000,
Aceta,Fexo,0.1000,0.2000,0.0000,
Aceta,Metro,0.1000,0.2000,0.0000,
Aceta,Napa,0.1000,0.2000,0.0000,
Aceta,Tamen,0.1000,0.2000,0.0000,
Azithrocin,Ketotab,0.1000,0.2000,0.0000,
Azithrocin,Leptic,0.1000,0.2000,0.0000,
Azithrocin,Rhinil,0.1000,0.2000,0.0000,
Azithrocin,Tamen,0.1000,0.2000,0.0000,
Azyth,Ritch,0.1000,0.2000,0.0000,
Conaz,Napa,0.1000,0.2000,0.0000,
Diflu,Ritch,0.1000,0.2000,0.0000,
Fexo,Odmon,0.1000,0.2000,0.0000,
Fexo,Opton,0.1000,0.2000,0.0000,
Fixal,Napa,0.1000,0.2000,0.0000,
Fixal,Ritch,0.1000,0.2000,0.0000,
Metro,Nexum,0.1000,0.2000,0.0000,
Metro,Ritch,0.1000,0.2000,0.0000,
Monas,Napa,0.1000,0.2000,0.0000,
Monas,Odmon,0.1000,0.2000,0.0000,
Napa,Tamen,0.1000,0.2000,0.0000,
Napa,Vifas,0.1000,0.2000,0.0000,
Opton,Ritch,0.1000,0.2000,0.0000,
Ritch,Vifas,0.1000,0.2000,0.0000,
Ace,Napa Extend,0.0909,0.1818,0.0000,
Azyth,Napa Extend,0.0909,0.1818,0.0000,
Metro,Napa Extend,0.0909,0.1818,0.0000,
Napa Extend,Sergel,0.0909,0.1818,0.0000,
Ace,Filmet,0.0833,0.1667,0.0000,
Ace,Flamyd,0.0833,0.1667,0.0000,
Ace,Montex,0.0833,0.1667,0.0000,
Aceta,Flugal,0.0833,0.1667,0.0000,
Aceta,Lumona,0.0833,0.1667,0.0000,
Aceta,Renova,0.0833,0.1667,0.0000,
Amodis,Esoral,0.0833,0.1667,0.0000,
Amodis,Rhinil,0.0833,0.1667,0.0000,
Amodis,Rozith,0.0833,0.1667,0.0000,
Axodin,Rhinil,0.0833,0.1667,0.0000,
Axodin,Tamen,0.0833,0.1667,0.0000,
Azyth,Bacaid,0.0833,0.1667,0.0000,
Azyth,Baclon,0.0833,0.1667,0.0000,
Azyth,Bacmax,0.0833,0.1667,0.0000,
Azyth,Flamyd,0.0833,0.1667,0.0000,
Azyth,Leptic,0.0833,0.1667,0.0000,
Azyth,Montex,0.0833,0.1667,0.0000,
Bacaid,Conaz,0.0833,0.1667,0.0000,
Bacaid,Dancel,0.0833,0.1667,0.0000,
Bacaid,Esonix,0.0833,0.1667,0.0000,
Bacaid,Monas,0.0833,0.1667,0.0000,
Bacaid,Rhinil,0.0833,0.1667,0.0000,
Bacaid,Tamen,0.0833,0.1667,0.0000,
Bacaid,Vifas,0.0833,0.1667,0.0000,
Baclon,Metro,0.0833,0.1667,0.0000,
Baclon,Napa,0.0833,0.1667,0.0000,
Bacmax,Dancel,0.0833,0.1667,0.0000,
Bacmax,Esoral,0.0833,0.1667,0.0000,
Bacmax,Monas,0.0833,0.1667,0.0000,
Bacmax,Vifas,0.0833,0.1667,0.0000,
Beklo,Leptic,0.0833,0.1667,0.0000,
Beklo,Renova,0.0833,0.1667,0.0000,
Conaz,Flugal,0.0833,0.1667,0.0000,
Conaz,Progut,0.0833,0.1667,0.0000,
Conaz,Rozith,0.0833,0.1667,0.0000,
Dancel,Filmet,0.0833,0.1667,0.0000,
Dancel,Ritch,0.0833,0.1667,0.0000,
Diflu,Progut,0.0833,0.1667,0.0000,
Esoral,Lumona,0.0833,0.1667,0.0000,
Esoral,Napa,0.0833,0.1667,0.0000,
Etizin,Ritch,0.0833,0.1667,0.0000,
Exium,Leptic,0.0833,0.1667,0.0000,
Exium,Renova,0.0833,0.1667,0.0000,
Exium,Rhinil,0.0833,0.1667,0.0000,
Exium,Sergel,0.0833,0.1667,0.0000,
Fexo,Leptic,0.0833,0.1667,0.0000,
Fexo,Lumona,0.0833,0.1667,0.0000,
Fexo,Montex,0.0833,0.1667,0.0000,
Fexo,Sergel,0.0833,0.1667,0.0000,
Filmet,Metro,0.0833,0.1667,0.0000,
Filmet,Ritch,0.0833,0.1667,0.0000,
Filmet,Sergel,0.0833,0.1667,0.0000,
Flamyd,Napa,0.0833,0.1667,0.0000,
Flugal,Monas,0.0833,0.1667,0.0000,
Flugal,Napa,0.0833,0.1667,0.0000,
Leptic,Nexum,0.0833,0.1667,0.0000,
Leptic,Renova,0.0833,0.1667,0.0000,
Leptic,Rhinil,0.0833,0.1667,0.0000,
Leptic,Ritch,0.0833,0.1667,0.0000,
Leptic,Sergel,0.0833,0.1667,0.0000,
Lumona,Napa,0.0833,0.1667,0.0000,
M-Kast,Napa,0.0833,0.1667,0.0000,
Maxima,Renova,0.0833,0.1667,0.0000,
Maxpro,Opton,0.0833,0.1667,0.0000,
Metro,Nexcap,0.0833,0.1667,0.0000,
Metro,Renova,0.0833,0.1667,0.0000,
Monas,Progut,0.0833,0.1667,0.0000,
Monas,Rozith,0.0833,0.1667,0.0000,
Montex,Ritch,0.0833,0.1667,0.0000,
Montex,Rozith,0.0833,0.1667,0.0000,
Montex,Sergel,0.0833,0.1667,0.0000,
Nexcap,Ritch,0.0833,0.1667,0.0000,
Nexcap,Sergel,0.0833,0.1667,0.0000,
Nexum,Sergel,0.0833,0.1667,0.0000,
Odmon,Renova,0.0833,0.1667,0.0000,
Odmon,Rozith,0.0833,0.1667,0.0000,
Opton,Renova,0.0833,0.1667,0.0000,
Opton,Rozith,0.0833,0.1667,0.0000,
Rhinil,Vifas,0.0833,0.1667,0.0000,
Sergel,Tamen,0.0833,0.1667,0.0000,
Ace,Fenadin,0.0714,0.1429,0.0000,
Ace,Ketocon,0.0714,0.1429,0.0000,
Ace,Lucan-R,0.0714,0.1429,0.0000,
Ace,Montair,0.0714,0.1429,0.0000,
Ace,Montene,0.0714,0.1429,0.0000,
Ace,Provair,0.0714,0.1429,0.0000,
Ace,Telfast,0.0714,0.1429,0.0000,
Ace,Trilock,0.0714,0.1429,0.0000,
Aceta,Dinafex,0.0714,0.1429,0.0000,
Aceta,Lucan-R,0.0714,0.1429,0.0000,
Aceta,Provair,0.0714,0.1429,0.0000,
Aceta,Telfast,0.0714,0.1429,0.0000,
Alatrol,Bacmax,0.0714,0.1429,0.0000,
Alatrol,Fexo,0.0714,0.1429,0.0000,
Alatrol,Maxima,0.0714,0.1429,0.0000,
Alatrol,Napa,0.0714,0.1429,0.0000,
Alatrol,Ritch,0.0714,0.1429,0.0000,
Alatrol,Tamen,0.0714,0.1429,0.0000,
Amodis,Disopan,0.0714,0.1429,0.0000,
Amodis,Zithrin,0.0714,0.1429,0.0000,
Azyth,Ketotab,0.0714,0.1429,0.0000,
Azyth,Montair,0.0714,0.1429,0.0000,
Azyth,Montene,0.0714,0.1429,0.0000,
Bacaid,Dinafex,0.0714,0.1429,0.0000,
Bacaid,Romycin,0.0714,0.1429,0.0000,
Bacaid,Telfast,0.0714,0.1429,0.0000,
Bacaid,Zithrin,0.0714,0.1429,0.0000,
Bacmax,Disopan,0.0714,0.1429,0.0000,
Bacmax,Montair,0.0714,0.1429,0.0000,
Bacmax,Provair,0.0714,0.1429,0.0000,
Beklo,Fenadin,0.0714,0.1429,0.0000,
Beklo,Metsina,0.0714,0.1429,0.0000,
Bicozin,Diflu,0.0714,0.1429,0.0000,
Bicozin,Dinafex,0.0714,0.1429,0.0000,
Bicozin,Filmet,0.0714,0.1429,0.0000,
Bicozin,Leptic,0.0714,0.1429,0.0000,
Bicozin,Montair,0.0714,0.1429,0.0000,
Bicozin,Provair,0.0714,0.1429,0.0000,
Bicozin,Renova,0.0714,0.1429,0.0000,
Bicozin,Ritch,0.0714,0.1429,0.0000,
Bicozin,Trilock,0.0714,0.1429,0.0000,
Denixil,Provair,0.0714,0.1429,0.0000,
Denixil,Ritch,0.0714,0.1429,0.0000,
Denixil,Rozith,0.0714,0.1429,0.0000,
Denixil,Zithrin,0.0714,0.1429,0.0000,
Diflu,Nizoder,0.0714,0.1429,0.0000,
Diflu,Zithrin,0.0714,0.1429,0.0000,
Dinafex,Flamyd,0.0714,0.1429,0.0000,
Dinafex,M-Kast,0.0714,0.1429,0.0000,
Dinafex,Ritch,0.0714,0.1429,0.0000,
Dinafex,Sergel,0.0714,0.1429,0.0000,
Dinafex,Zithrin,0.0714,0.1429,0.0000,
Disopan,Filmet,0.0714,0.1429,0.0000,
Disopan,Flugal,0.0714,0.1429,0.0000,
Disopan,Progut,0.0714,0.1429,0.0000,
Disopan,Provair,0.0714,0.1429,0.0000,
Disopan,Ritch,0.0714,0.1429,0.0000,
Esoral,Fenadin,0.0714,0.1429,0.0000,
Esoral,Telfast,0.0714,0.1429,0.0000,
Etizin,Provair,0.0714,0.1429,0.0000,
Exium,Fenadin,0.0714,0.1429,0.0000,
Exium,Trilock,0.0714,0.1429,0.0000,
Fenadin,Maxima,0.0714,0.1429,0.0000,
Fenadin,Provair,0.0714,0.1429,0.0000,
Fenadin,Sergel,0.0714,0.1429,0.0000,
Fenadin,Telfast,0.0714,0.1429,0.0000,
Fexo,Montene,0.0714,0.1429,0.0000,
Fexo,Trilock,0.0714,0.1429,0.0000,
Filmet,Nidazyl,0.0714,0.1429,0.0000,
Filmet,Zithrin,0.0714,0.1429,0.0000,
Fixal,Montair,0.0714,0.1429,0.0000,
Fixal,Provair,0.0714,0.1429,0.0000,
Fixal,Zithrin,0.0714,0.1429,0.0000,
Flugal,Ketotab,0.0714,0.1429,0.0000,
Flugal,Montair,0.0714,0.1429,0.0000,
Flugal,Provair,0.0714,0.1429,0.0000,
Ketocon,Monas,0.0714,0.1429,0.0000,
Ketocon,Sergel,0.0714,0.1429,0.0000,
Ketoral,Napa,0.0714,0.1429,0.0000,
Ketoral,Ritch,0.0714,0.1429,0.0000,
Ketoral,Vifas,0.0714,0.1429,0.0000,
Ketotab,Napa,0.0714,0.1429,0.0000,
Ketotab,Provair,0.0714,0.1429,0.0000,
Ketotab,Ritch,0.0714,0.1429,0.0000,
Ketotab,Rozith,0.0714,0.1429,0.0000,
Ketotab,Sergel,0.0714,0.1429,0.0000,
Ketotab,Vifas,0.0714,0.1429,0.0000,
Ketotab,Zithrin,0.0714,0.1429,0.0000,
Ketozol,Lumona,0.0714,0.1429,0.0000,
Ketozol,Progut,0.0714,0.1429,0.0000,
Ketozol,Ritch,0.0714,0.1429,0.0000,
Ketozol,Zithrin,0.0714,0.1429,0.0000,
Leptic,Romycin,0.0714,0.1429,0.0000,
Leptic,Zithrin,0.0714,0.1429,0.0000,
Lucan-R,Napa,0.0714,0.1429,0.0000,
Lucan-R,Nidazyl,0.0714,0.1429,0.0000,
Lucan-R,Vifas,0.0714,0.1429,0.0000,
Lumona,Nizoder,0.0714,0.1429,0.0000,
Lumona,Provair,0.0714,0.1429,0.0000,
Lumona,Trilock,0.0714,0.1429,0.0000,
M-Kast,Provair,0.0714,0.1429,0.0000,
Maxpro,Zithrin,0.0714,0.1429,0.0000,
Metsina,Napa,0.0714,0.1429,0.0000,
Metsina,Ritch,0.0714,0.1429,0.0000,
Metsina,Sergel,0.0714,0.1429,0.0000,
Montair,Ritch,0.0714,0.1429,0.0000,
Montair,Rozith,0.0714,0.1429,0.0000,
Montair,Telfast,0.0714,0.1429,0.0000,
Montair,Vifas,0.0714,0.1429,0.0000,
Montene,Ritch,0.0714,0.1429,0.0000,
Montene,Rozith,0.0714,0.1429,0.0000,
Montene,Sergel,0.0714,0.1429,0.0000,
Montex,Provair,0.0714,0.1429,0.0000,
Napa,Omastin,0.0714,0.1429,0.0000,
Napa,Telfast,0.0714,0.1429,0.0000,
Nexcap,Provair,0.0714,0.1429,0.0000,
Nidazyl,Ritch,0.0714,0.1429,0.0000,
Nidazyl,Zithrin,0.0714,0.1429,0.0000,
Nizoder,Ritch,0.0714,0.1429,0.0000,
Nizoder,Tamen,0.0714,0.1429,0.0000,
Nizoder,Trilock,0.0714,0.1429,0.0000,
Odmon,Provair,0.0714,0.1429,0.0000,
Omastin,Provair,0.0714,0.1429,0.0000,
Omastin,Rhinil,0.0714,0.1429,0.0000,
Omastin,Ritch,0.0714,0.1429,0.0000,
Opton,Trilock,0.0714,0.1429,0.0000,
Sergel,Telfast,0.0714,0.1429,0.0000,
Trilock,Vifas,0.0714,0.1429,0.0000,
Vifas,Zithrin,0.0714,0.1429,0.0000,
Ace,Candinil,0.0625,0.1250,0.0000,
Azyth,Baclofen,0.0625,0.1250,0.0000,
Azyth,Candinil,0.0625,0.1250,0.0000,
Azyth,Rivotril,0.0625,0.1250,0.0000,
Backtone,Dancel,0.0625,0.1250,0.0000,
Backtone,Monas,0.0625,0.1250,0.0000,
Backtone,Napa,0.0625,0.1250,0.0000,
Backtone,Renova,0.0625,0.1250,0.0000,
Backtone,Ritch,0.0625,0.1250,0.0000,
Backtone,Rozith,0.0625,0.1250,0.0000,
Backtone,Trilock,0.0625,0.1250,0.0000,
Baclofen,Esonix,0.0625,0.1250,0.0000,
Baclofen,Lumona,0.0625,0.1250,0.0000,
Baclofen,Metro,0.0625,0.1250,0.0000,
Baclofen,Monas,0.0625,0.1250,0.0000,
Baclofen,Montex,0.0625,0.1250,0.0000,
Baclofen,Napa,0.0625,0.1250,0.0000,
Baclofen,Tridosil,0.0625,0.1250,0.0000,
Baclofen,Vifas,0.0625,0.1250,0.0000,
Baclon,Cetisoft,0.0625,0.1250,0.0000,
Baclon,Tridosil,0.0625,0.1250,0.0000,
Beklo,Tridosil,0.0625,0.1250,0.0000,
Canazole,Flamyd,0.0625,0.1250,0.0000,
Canazole,Metro,0.0625,0.1250,0.0000,
Canazole,Odmon,0.0625,0.1250,0.0000,
Canazole,Opton,0.0625,0.1250,0.0000,
Candinil,Provair,0.0625,0.1250,0.0000,
Candinil,Ritch,0.0625,0.1250,0.0000,
Candinil,Rozith,0.0625,0.1250,0.0000,
Candinil,Vifas,0.0625,0.1250,0.0000,
Cetisoft,Lumona,0.0625,0.1250,0.0000,
Cetisoft,Rhinil,0.0625,0.1250,0.0000,
Cetisoft,Ritch,0.0625,0.1250,0.0000,
Conaz,Rivotril,0.0625,0.1250,0.0000,
Fexofast,Metro,0.0625,0.1250,0.0000,
Fexofast,Montair,0.0625,0.1250,0.0000,
Fexofast,Napa,0.0625,0.1250,0.0000,
Fexofast,Odmon,0.0625,0.1250,0.0000,
Fexofast,Opton,0.0625,0.1250,0.0000,
Flexibac,Metro,0.0625,0.1250,0.0000,
Flexibac,Napa,0.0625,0.1250,0.0000,
Flexibac,Ritch,0.0625,0.1250,0.0000,
Flexilax,Metro,0.0625,0.1250,0.0000,
Flexilax,Napa,0.0625,0.1250,0.0000,
Flexilax,Ritch,0.0625,0.1250,0.0000,
Lumona,Rivotril,0.0625,0.1250,0.0000,
Lumona,Tridosil,0.0625,0.1250,0.0000,
Monas,Rivotril,0.0625,0.1250,0.0000,
Azithrocin,Bacaid,0.0500,0.1000,0.0000,
Azithrocin,Beklo,0.0500,0.1000,0.0000,
Azithrocin,Diflu,0.0500,0.1000,0.0000,
Azithrocin,Filmet,0.0500,0.1000,0.0000,
Azithrocin,Lumona,0.0500,0.1000,0.0000,
Azithrocin,Renova,0.0500,0.1000,0.0000,
Ketoral,Napa Extend,0.0455,0.0909,0.0000,
Ketotab,Napa Extend,0.0455,0.0909,0.0000,
Napa Extend,Ritch,0.0455,0.0909,0.0000,
Napa Extend,Rivotril,0.0455,0.0909,0.0000,
Napa Extend,Rozith,0.0455,0.0909,0.0000,
Ace,Beklo,0.0000,0.0000,0.0000,
Ace,Conaz,0.0000,0.0000,0.0000,
Ace,Denixil,0.0000,0.0000,0.0000,
Ace,Diflu,0.0000,0.0000,0.0000,
Ace,Fexo,0.0000,0.0000,0.0000,
Ace,Flugal,0.0000,0.0000,0.0000,
Ace,Ketoral,0.0000,0.0000,0.0000,
Ace,Ketotab,0.0000,0.0000,0.0000,
Ace,Leptic,0.0000,0.0000,0.0000,
Ace,Lumona,0.0000,0.0000,0.0000,
Ace,Metro,0.0000,0.0000,0.0000,
Ace,Monas,0.0000,0.0000,0.0000,
Ace,Odmon,0.0000,0.0000,0.0000,
Ace,Opton,0.0000,0.0000,0.0000,
Ace,Progut,0.0000,0.0000,0.0000,
Ace,Renova,0.0000,0.0000,0.0000,
Ace,Rhinil,0.0000,0.0000,0.0000,
Ace,Rivotril,0.0000,0.0000,0.0000,
Ace,Tridosil,0.0000,0.0000,0.0000,
Ace,Vifas,0.0000,0.0000,0.0000,
Aceta,Beklo,0.0000,0.0000,0.0000,
Aceta,Denixil,0.0000,0.0000,0.0000,
Aceta,Diflu,0.0000,0.0000,0.0000,
Aceta,Monas,0.0000,0.0000,0.0000,
Aceta,Rhinil,0.0000,0.0000,0.0000,
Aceta,Ritch,0.0000,0.0000,0.0000,
Aceta,Trilock,0.0000,0.0000,0.0000,
Aceta,Vifas,0.0000,0.0000,0.0000,
Alatrol,Bicozin,0.0000,0.0000,0.0000,
Alatrol,Conaz,0.0000,0.0000,0.0000,
Alatrol,Dinafex,0.0000,0.0000,0.0000,
Alatrol,Disopan,0.0000,0.0000,0.0000,
Alatrol,Esonix,0.0000,0.0000,0.0000,
Alatrol,Exium,0.0000,0.0000,0.0000,
Alatrol,Fexofast,0.0000,0.0000,0.0000,
Alatrol,Monas,0.0000,0.0000,0.0000,
Alatrol,Nexcap,0.0000,0.0000,0.0000,
Alatrol,Nexum,0.0000,0.0000,0.0000,
Alatrol,Renova,0.0000,0.0000,0.0000,
Alatrol,Romycin,0.0000,0.0000,0.0000,
Alatrol,Rozith,0.0000,0.0000,0.0000,
Alatrol,Vifas,0.0000,0.0000,0.0000,
Amodis,Baclon,0.0000,0.0000,0.0000,
Amodis,Beklo,0.0000,0.0000,0.0000,
Amodis,Diflu,0.0000,0.0000,0.0000,
Amodis,Flugal,0.0000,0.0000,0.0000,
Amodis,Lucan-R,0.0000,0.0000,0.0000,
Amodis,Napa,0.0000,0.0000,0.0000,
Amodis,Renova,0.0000,0.0000,0.0000,
Amodis,Ritch,0.0000,0.0000,0.0000,
Amodis,Sergel,0.0000,0.0000,0.0000,
Amodis,Trilock,0.0000,0.0000,0.0000,
Atrizin,Beklo,0.0000,0.0000,0.0000,
Atrizin,Filmet,0.0000,0.0000,0.0000,
Atrizin,Flamyd,0.0000,0.0000,0.0000,
Atrizin,Flugal,0.0000,0.0000,0.0000,
Atrizin,Lumona,0.0000,0.0000,0.0000,
Atrizin,Napa,0.0000,0.0000,0.0000,
Atrizin,Renova,0.0000,0.0000,0.0000,
Axodin,Diflu,0.0000,0.0000,0.0000,
Axodin,Dinafex,0.0000,0.0000,0.0000,
Axodin,Lumona,0.0000,0.0000,0.0000,
Axodin,Metro,0.0000,0.0000,0.0000,
Axodin,Napa,0.0000,0.0000,0.0000,
Axodin,Renova,0.0000,0.0000,0.0000,
Axodin,Ritch,0.0000,0.0000,0.0000,
Axodin,Sergel,0.0000,0.0000,0.0000,
Axodin,Trilock,0.0000,0.0000,0.0000,
Azithrocin,Flamyd,0.0000,0.0000,0.0000,
Azithrocin,Flugal,0.0000,0.0000,0.0000,
Azithrocin,Napa,0.0000,0.0000,0.0000,
Azyth,Beklo,0.0000,0.0000,0.0000,
Azyth,Conaz,0.0000,0.0000,0.0000,
Azyth,Denixil,0.0000,0.0000,0.0000,
Azyth,Diflu,0.0000,0.0000,0.0000,
Azyth,Dinafex,0.0000,0.0000,0.0000,
Azyth,Fenadin,0.0000,0.0000,0.0000,
Azyth,Fexo,0.0000,0.0000,0.0000,
Azyth,Filmet,0.0000,0.0000,0.0000,
Azyth,Flugal,0.0000,0.0000,0.0000,
Azyth,Ketocon,0.0000,0.0000,0.0000,
Azyth,Ketoral,0.0000,0.0000,0.0000,
Azyth,Lucan-R,0.0000,0.0000,0.0000,
Azyth,Lumona,0.0000,0.0000,0.0000,
Azyth,Metro,0.0000,0.0000,0.0000,
Azyth,Monas,0.0000,0.0000,0.0000,
Azyth,Napa,0.0000,0.0000,0.0000,
Azyth,Odmon,0.0000,0.0000,0.0000,
Azyth,Opton,0.0000,0.0000,0.0000,
Azyth,Progut,0.0000,0.0000,0.0000,
Azyth,Provair,0.0000,0.0000,0.0000,
Azyth,Renova,0.0000,0.0000,0.0000,
Azyth,Rhinil,0.0000,0.0000,0.0000,
Azyth,Tamen,0.0000,0.0000,0.0000,
Azyth,Telfast,0.0000,0.0000,0.0000,
Azyth,Tridosil,0.0000,0.0000,0.0000,
Azyth,Trilock,0.0000,0.0000,0.0000,
Azyth,Vifas,0.0000,0.0000,0.0000,
Bacaid,Diflu,0.0000,0.0000,0.0000,
Bacaid,Disopan,0.0000,0.0000,0.0000,
Bacaid,Esoral,0.0000,0.0000,0.0000,
Bacaid,Lumona,0.0000,0.0000,0.0000,
Bacaid,Metro,0.0000,0.0000,0.0000,
Bacaid,Renova,0.0000,0.0000,0.0000,
Bacaid,Ritch,0.0000,0.0000,0.0000,
Bacaid,Rozith,0.0000,0.0000,0.0000,
Bacaid,Sergel,0.0000,0.0000,0.0000,
Bacaid,Trilock,0.0000,0.0000,0.0000,
Backtone,Diflu,0.0000,0.0000,0.0000,
Backtone,Dinafex,0.0000,0.0000,0.0000,
Backtone,Esoral,0.0000,0.0000,0.0000,
Backtone,Provair,0.0000,0.0000,0.0000,
Backtone,Sergel,0.0000,0.0000,0.0000,
Backtone,Telfast,0.0000,0.0000,0.0000,
Backtone,Vifas,0.0000,0.0000,0.0000,
Baclofen,Leptic,0.0000,0.0000,0.0000,
Baclofen,Montair,0.0000,0.0000,0.0000,
Baclofen,Ritch,0.0000,0.0000,0.0000,
Baclofen,Rivotril,0.0000,0.0000,0.0000,
Baclofen,Rozith,0.0000,0.0000,0.0000,
Baclon,Dinafex,0.0000,0.0000,0.0000,
Baclon,Leptic,0.0000,0.0000,0.0000,
Baclon,Monas,0.0000,0.0000,0.0000,
Baclon,Montair,0.0000,0.0000,0.0000,
Baclon,Montex,0.0000,0.0000,0.0000,
Baclon,Nizoder,0.0000,0.0000,0.0000,
Baclon,Provair,0.0000,0.0000,0.0000,
Baclon,Renova,0.0000,0.0000,0.0000,
Baclon,Ritch,0.0000,0.0000,0.0000,
Baclon,Rivotril,0.0000,0.0000,0.0000,
Baclon,Rozith,0.0000,0.0000,0.0000,
Baclon,Vifas,0.0000,0.0000,0.0000,
Bacmax,Cetisoft,0.0000,0.0000,0.0000,
Bacmax,Diflu,0.0000,0.0000,0.0000,
Bacmax,Etizin,0.0000,0.0000,0.0000,
Bacmax,Fenadin,0.0000,0.0000,0.0000,
Bacmax,Metro,0.0000,0.0000,0.0000,
Bacmax,Metsina,0.0000,0.0000,0.0000,
Bacmax,Montene,0.0000,0.0000,0.0000,
Bacmax,Nidazyl,0.0000,0.0000,0.0000,
Bacmax,Nizoder,0.0000,0.0000,0.0000,
Bacmax,Opton,0.0000,0.0000,0.0000,
Bacmax,Renova,0.0000,0.0000,0.0000,
Bacmax,Rhinil,0.0000,0.0000,0.0000,
Bacmax,Ritch,0.0000,0.0000,0.0000,
Bacmax,Rivotril,0.0000,0.0000,0.0000,
Bacmax,Rozith,0.0000,0.0000,0.0000,
Bacmax,Sergel,0.0000,0.0000,0.0000,
Bacmax,Zithrin,0.0000,0.0000,0.0000,
Beklo,Conaz,0.0000,0.0000,0.0000,
Beklo,Dinafex,0.0000,0.0000,0.0000,
Beklo,Disopan,0.0000,0.0000,0.0000,
Beklo,Esonix,0.0000,0.0000,0.0000,
Beklo,Etizin,0.0000,0.0000,0.0000,
Beklo,Lumona,0.0000,0.0000,0.0000,
Beklo,Monas,0.0000,0.0000,0.0000,
Beklo,Montair,0.0000,0.0000,0.0000,
Beklo,Montene,0.0000,0.0000,0.0000,
Beklo,Montex,0.0000,0.0000,0.0000,
Beklo,Napa,0.0000,0.0000,0.0000,
Beklo,Nizoder,0.0000,0.0000,0.0000,
Beklo,Odmon,0.0000,0.0000,0.0000,
Beklo,Omastin,0.0000,0.0000,0.0000,
Beklo,Opton,0.0000,0.0000,0.0000,
Beklo,Provair,0.0000,0.0000,0.0000,
Beklo,Ritch,0.0000,0.0000,0.0000,
Beklo,Rivotril,0.0000,0.0000,0.0000,
Beklo,Romycin,0.0000,0.0000,0.0000,
Beklo,Rozith,0.0000,0.0000,0.0000,
Beklo,Tamen,0.0000,0.0000,0.0000,
